"short","same_netdebt","r","health_inflation","cht_increment","labour_prod","oldshare","years","pop_scenario"
"SK",0.0287991369041412,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"MB",0.011821181805976,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"ON",0.0242790203142951,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0145167147737272,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NB",0.0240579550195399,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NS",0.0186250433607318,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PE",0.0273027420514437,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NL",0.0821539095349925,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0201356014144582,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0280678500522005,0.04,0.0075,0,0.01,0,75,"Projection scenario M2: medium-growth"
"BC",0.00856014698094503,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"AB",0.0424907928248201,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"SK",0.0267862714226492,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"MB",0.0110485456390238,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"ON",0.0211447598622043,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0171995074012514,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NB",0.0273522213165803,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NS",0.0138852582248616,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PE",0.0194077847309845,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NL",0.0716698473081606,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0161462256498575,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"FED",-0.0128972945907288,0.04,0.0075,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"BC",0.0078050672276202,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"AB",0.0384715062363407,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"SK",0.0233237626840761,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"MB",0.00574746748129957,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"ON",0.0179392763740945,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0213495254565431,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NB",0.0190276873857627,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NS",0.0103720169235929,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PE",0.0175195216898088,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NL",0.0715862668703994,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PROV",0.0134723024465173,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0247928550193291,0.04,0.0075,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"BC",0.00368875679261644,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"AB",0.0324570471995417,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"SK",0.0183777208492684,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"MB",-0.00226813087299105,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"ON",0.0118481443095561,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0293377850098349,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NB",0.00864066019591561,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NS",0.00273387698531222,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PE",0.00874541902991139,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NL",0.0653667655252768,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"PROV",0.00775942726924848,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"FED",-0.037008040348933,0.04,0.0075,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"BC",0.00456951993016234,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"AB",0.0386818753147462,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"SK",0.0227869184549973,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"MB",0.00564037273633972,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"ON",0.0160837006977883,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0229429317225756,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NB",0.0211224348959278,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NS",0.00771217031754101,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"PE",0.0127811870613714,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"NL",0.0646311064672794,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0112785947003373,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"FED",-0.0170121957986392,0.04,0.0075,0,0.015,0,25,"Projection scenario M2: medium-growth"
"BC",0.000467364922815304,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"AB",0.0313950105079694,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"SK",0.016207485056743,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"MB",-0.0038382873411564,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"ON",0.00928884452533571,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0314877936322492,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NB",0.00816049325534525,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NS",-0.000654490694868446,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"PE",0.00510117331292507,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"NL",0.0594513516112672,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"PROV",0.00495252091374823,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0313470338186783,0.04,0.0075,0,0.015,0,50,"Projection scenario M2: medium-growth"
"BC",-0.00656795088017721,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"AB",0.0225759496262718,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"SK",0.00862299920946202,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"MB",-0.0154750526106502,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"ON",0.000133879849226024,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0433383728917624,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NB",-0.006045773046816,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NS",-0.0123903426724609,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"PE",-0.00870235648331048,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"NL",0.0491965523040219,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"PROV",-0.00386582045669598,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0453234294319544,0.04,0.0075,0,0.015,0,75,"Projection scenario M2: medium-growth"
"BC",0.0240414210708169,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"AB",0.0569720984673666,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"SK",0.0419103711634145,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"MB",0.0313617973935887,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"ON",0.0397083825406641,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"QC",0.00419830198356285,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NB",0.0506055784879725,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NS",0.0374004785657929,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"PE",0.044811838261101,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"NL",0.0979099808682365,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0343255383306739,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"FED",-6.31821592172722e-06,0.04,0.01,0,0.005,0,25,"Projection scenario M2: medium-growth"
"BC",0.0382426326572546,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"AB",0.067443385191118,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"SK",0.0521156891310495,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"MB",0.0444442579766279,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"ON",0.0520044980566553,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"QC",0.0190289664718691,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NB",0.0620116864473605,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NS",0.054881121777324,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"PE",0.0684664753143313,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"NL",0.119405184094302,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"PROV",0.0476318798291017,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"FED",-0.00328321431857968,0.04,0.01,0,0.005,0,50,"Projection scenario M2: medium-growth"
"BC",0.0486639319125292,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"AB",0.0757892328631124,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"SK",0.0601854544819152,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"MB",0.054392359394802,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"ON",0.0606862077086187,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"QC",0.029442863623947,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NB",0.0691527650661951,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NS",0.0662652286902348,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"PE",0.0842787890151789,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"NL",0.131020774964594,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0572060080789829,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"FED",-0.00823394468102811,0.04,0.01,0,0.005,0,75,"Projection scenario M2: medium-growth"
"BC",0.0196829616754584,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"AB",0.0527896367147576,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"SK",0.0375383091071579,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"MB",0.0254790878666402,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"ON",0.0342407147605758,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"QC",-0.00201654932690853,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NB",0.0438687145268005,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NS",0.0307064689010498,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"PE",0.0375701185788642,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"NL",0.0903521158415012,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0290416576619493,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"FED",-0.00439678378413328,0.04,0.01,0,0.0075,0,25,"Projection scenario M2: medium-growth"
"BC",0.0295699963075244,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"AB",0.058932866835912,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"SK",0.043676857556887,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"MB",0.033137838658128,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"ON",0.0419376158215814,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"QC",0.00725038259309876,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NB",0.0495289478740892,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NS",0.042145807326376,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"PE",0.0538078503119912,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"NL",0.105719575569199,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"PROV",0.037633329318783,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0107679948641741,0.04,0.01,0,0.0075,0,50,"Projection scenario M2: medium-growth"
"BC",0.0355962603396212,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"AB",0.0627425929625869,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"SK",0.047691993196636,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"MB",0.0375241398329894,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"ON",0.0460494684767564,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"QC",0.0120487694870033,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NB",0.051433976327059,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NS",0.0478851172540884,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"PE",0.0621493760336269,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"NL",0.112182986401048,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0424836495446866,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"FED",-0.018482961372695,0.04,0.01,0,0.0075,0,75,"Projection scenario M2: medium-growth"
"BC",0.0154179572830439,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"AB",0.0487071501612377,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"SK",0.0332652157547006,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"MB",0.0197215230305668,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"ON",0.0288816183109638,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"QC",-0.00810763787509992,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NB",0.0372646740008711,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NS",0.0241457835560274,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"PE",0.0304886875023458,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"NL",0.0829275572439724,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0238677524182639,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"FED",-0.00869251718272277,0.04,0.01,0,0.01,0,25,"Projection scenario M2: medium-growth"
"BC",0.0212324246483296,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"AB",0.0508058269733952,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"SK",0.0355870164635835,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"MB",0.0222799950212887,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"ON",0.0322422645268508,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0041078297031125,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NB",0.0374531506773663,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NS",0.0298327562286051,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"PE",0.0397210623610673,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"NL",0.092405614102414,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"PROV",0.0280198939188439,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0179351454969637,0.04,0.01,0,0.01,0,50,"Projection scenario M2: medium-growth"
"BC",0.0232285395777442,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"AB",0.0505491494741514,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"SK",0.0359179126294787,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"MB",0.021607042092807,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"ON",0.032170329645821,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0044903971035705,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NB",0.0344482930217749,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NS",0.030280310373473,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PE",0.0412003511360432,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"NL",0.0939399198169765,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"PROV",0.0285621061004673,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"FED",-0.0280678500522005,0.04,0.01,0,0.01,0,75,"Projection scenario M2: medium-growth"
"BC",0.0112483293682141,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"AB",0.0447254715061255,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"SK",0.0290923184241631,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"MB",0.0140908397687398,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"ON",0.0236328003330008,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"QC",-0.0140728454224112,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NB",0.030796007198232,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NS",0.0177210743729259,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PE",0.023569520713149,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"NL",0.0756383280767581,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"PROV",0.0188054763373852,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"FED",-0.0128972945907288,0.04,0.01,0,0.0125,0,25,"Projection scenario M2: medium-growth"
"BC",0.0132314134611063,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"AB",0.0430586873270791,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"SK",0.0278450635294668,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"MB",0.0118703423669509,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"ON",0.0229194260888193,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"QC",-0.0150426807788153,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NB",0.0257903074168443,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NS",0.0179478691692577,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PE",0.0262068520214835,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"NL",0.0794715500782006,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"PROV",0.0187920939815797,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"FED",-0.0247928550193291,0.04,0.01,0,0.0125,0,50,"Projection scenario M2: medium-growth"
"BC",0.0115659525422879,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"AB",0.0391951889758679,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"SK",0.0248610556137189,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"MB",0.0066400989415758,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"ON",0.0190533887992714,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"QC",-0.0201624329420726,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NB",0.0182188057865751,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
"NS",0.0134738533513897,0.04,0.01,0,0.0125,0,75,"Projection scenario M2: medium-growth"
